user_id,last_10_interactions
3292,3030 2574 382 3276 3600 25 2500 810 1179 1086
3293,2297 2510 1376 2054 3418 894 1615 1614 2327 2830
3294,877 3016 3264 1178 3053 1963 3066 2800 3528 512
3295,697 1261 1519 2979 3304 1191 353 888 2993 2205
3296,1316 3473 2784 1993 523 1240 2636 3227 512 1051
3297,3335 528 3000 1426 3276 312 1858 3600 3013 472
3298,2980 1456 3086 1002 1227 361 3402 3353 3535 3448
3299,220 1001 2956 708 2158 1965 3690 3133 2090 3597
3300,1130 1172 1001 1233 1282 655 3373 1536 2732 2447
3301,1316 3072 1279 1186 1657 3656 1707 545 1797 611
3302,1081 2338 2048 1905 1119 382 2479 2090 2291 3465
3303,3363 1687 512 2354 1427 2311 650 382 1560 2572
3304,79 232 3371 3335 2653 2980 1868 1848 1858 640
3305,3617 2010 1861 612 475 1044 3002 755 1329 2618
3306,3187 778 1246 2784 1421 3431 35 1337 930 1950
3307,707 964 2617 20 1033 1316 3272 1192 2363 3035
3308,2217 352 1443 340 1433 2454 213 2566 433 1714
3309,3130 40 467 3474 3361 1770 3327 642 2074 3202
3310,2281 1560 221 1801 794 728 578 1736 174 3090
3311,1264 2698 1619 1773 3266 2041 3071 628 2993 2145
3312,772 1186 1583 3013 2148 3424 279 1279 741 3153
3313,3172 1491 3286 1445 774 1216 2326 3215 1131 1546
3314,90 2382 2686 3213 2747 2392 1525 2797 2007 3671
3315,1686 452 857 512 382 650 1315 3157 3431 578
3316,3362 766 802 584 771 2980 3692 3671 1603 183
3317,2148 2947 707 3431 409 1668 2387 124 2314 1828
3318,887 1315 1371 794 3431 728 2902 2858 528 1460
3319,224 1310 3624 1582 3434 335 762 2409 1418 3094
3320,2999 817 1362 1808 3489 555 2541 3110 951 1711
3321,76 3685 485 2613 1160 254 3435 755 3511 2048
3322,3227 2071 1070 3583 2636 2335 2119 828 3298 3594
3323,3214 195 3181 700 2275 2543 3161 2551 980 2102
3324,2008 594 2424 1768 2847 3441 1818 2047 108 3344
3325,309 1216 2782 3352 2653 1033 966 340 2092 2809
3326,293 584 3046 1067 2143 3660 3327 2338 615 830
3327,1902 1572 2687 1022 2924 1824 2146 1128 2555 2890
3328,8 1174 2803 2227 3064 3647 3546 172 872 3438
3329,154 3457 2428 2002 1893 2952 1958 1777 642 3177
3330,3408 3472 696 3344 1356 802 1169 3311 535 3036
3331,1747 1033 37 2054 2664 922 2732 1815 3418 2673
3332,3022 3332 2840 1197 1190 162 1300 3159 1354 1487
3333,16 331 3685 1809 2190 3046 3005 1454 1018 3550
3334,2365 1797 1638 688 2031 2230 2124 779 523 1997
3335,1354 3510 3410 555 3294 3110 2495 2745 1197 2546
3336,1505 2819 884 2355 539 360 324 220 646 81
3337,2515 799 1928 592 707 3272 2564 487 1223 3409
3338,1461 366 1159 2259 1769 213 2490 3700 1245 1044
3339,1211 3031 189 2250 1172 3048 1030 3248 2757 944
3340,2501 2732 2409 2626 3172 119 2603 2331 2510 1583
3341,3035 2561 810 3656 3052 427 2170 1289 2326 3701
3342,773 799 3537 512 3125 3409 618 3653 2745 3418
3343,1366 1956 1264 3240 2698 3658 879 628 353 397
3344,152 1657 212 3234 584 1753 2342 1086 1546 3286
3345,3557 7 2389 2282 3489 2947 1292 1658 2928 2076
3346,94 2067 1630 1444 3543 1580 3431 1668 1644 700
3347,3262 1211 82 2967 2366 3528 237 2877 1831 2646
3348,2725 3583 2528 2745 3198 1285 1051 2989 2812 3382
3349,1240 877 2313 372 2934 3696 3489 3298 2636 1536
3350,293 1184 333 3067 2617 1792 984 3021 2769 204
3351,1011 1316 2789 2709 3013 2493 3423 1543 3269 6
3352,1543 2862 887 382 778 1560 794 728 2858 578
3353,1379 1983 82 2352 3682 3272 1057 476 3142 2292
3354,1946 3646 1205 3105 2501 2988 1360 136 2210 3473
3355,3683 138 3652 2427 124 2067 2313 2664 2933 971
3356,2528 117 1712 2892 2402 392 2268 416 2327 2664
3357,2354 1086 650 2311 221 1371 1560 2643 3431 728
3358,2499 2420 1514 3271 2644 167 1288 919 3032 3454
3359,2570 1983 2510 1279 3125 458 410 3409 2534 1316
3360,776 873 517 3648 75 879 2176 966 3700 1233
3361,2281 2402 883 707 124 3349 652 2847 1560 2265
3362,1952 2959 2833 1379 611 2795 1571 135 2990 1553
3363,3041 2545 2409 1096 1818 1781 868 619 1099 2908
3364,2988 1447 3182 1525 1018 52 339 2874 3606 2328
3365,2275 2176 3269 2966 2603 663 2636 2559 798 2215
3366,2721 3426 1086 1523 2527 1503 702 1545 1868 328
3367,1165 1800 289 3537 2399 2282 1706 3566 1858 2474
3368,2342 2376 270 1165 2500 2402 2210 879 3071 1044
3369,2800 893 2070 253 2389 1551 2570 1084 1930 1439
3370,597 604 1849 1001 646 1086 469 2345 1545 2518
3371,1919 2041 2610 628 400 224 2755 2118 723 1941
3372,382 901 1315 728 578 2858 1762 2256 1668 2933
3373,3151 2646 1475 184 3562 3390 3677 2910 3448 2224
3374,2732 318 909 1782 2370 1831 2619 1233 2508 3617
3375,2673 47 2795 2600 135 1859 36 966 3644 132
3376,817 3379 1615 1814 3261 3402 1227 2457 361 1811
3377,2128 1177 69 1706 124 707 732 1180 3529 1223
3378,2606 1453 3537 476 2757 361 3529 2474 2402 463
3379,1848 917 3638 1540 2239 2576 2822 817 1648 2229
3380,2335 447 1887 3334 2493 1560 1403 3423 1033 1536
3381,702 2814 1545 3539 569 584 331 3530 1835 1471
3382,2090 2342 1519 2259 2060 247 3574 2146 1109 3087
3383,3640 1612 1859 494 241 2067 2488 1205 1392 772
3384,730 979 621 534 3569 2460 3327 2768 881 3350
3385,2345 3431 1711 652 1096 1323 1494 1973 1627 1101
3386,204 3602 984 1919 428 1521 1027 3580 1309 3421
3387,1287 321 1160 830 2159 3304 1529 311 563 2613
3388,12 2673 1205 2664 401 3059 2830 499 1946 621
3389,75 3087 1245 1160 394 3530 313 1171 2159 3360
3390,950 343 2016 201 1707 1373 153 2828 627 2776
3391,2924 1218 178 703 1422 881 3376 2651 904 1014
3392,523 3602 3323 2291 1516 382 1491 936 1593 870
3393,1583 2606 214 3245 1177 2427 2534 2366 1505 2281
3394,2892 487 1057 2564 2812 1118 2485 2400 1939 3550
3395,2162 1400 1887 2354 2281 2311 221 1801 901 1475
3396,1868 382 3363 979 246 1134 17 2456 543 481
3397,3331 1595 1100 617 1240 2636 59 204 663 1391
3398,309 1001 1083 1240 1428 2732 1057 922 2646 482
3399,2933 1100 2217 1461 2887 3700 52 899 743 615
3400,3228 3390 1371 3562 3086 2457 1765 2086 1386 322
3401,3205 3040 1984 1989 776 3278 49 1603 3002 2348
3402,2988 2366 3112 138 82 3418 2210 3022 237 3529
3403,1913 2745 2366 543 2501 2210 2603 3694 1505 2187
3404,2277 2928 3423 1360 3473 2603 618 36 2384 132
3405,741 2843 2540 1610 3569 2024 2686 1049 1678 730
3406,131 3271 2412 1153 89 2350 919 743 2780 360
3407,1510 3411 997 672 2827 2132 650 3460 708 3021
3408,1677 3348 500 22 1968 453 1813 654 3476 1351
3409,1711 2342 2297 2980 2817 1211 3219 2596 1583 2664
3410,2271 106 1792 640 2630 3272 2515 1747 79 1045
3411,2342 2382 2616 785 763 1919 2291 3476 1788 1850
3412,1205 1279 3067 3227 216 1184 1309 2006 3475 2297
3413,663 1668 702 2383 465 2271 2673 1725 2616 2997
3414,182 2339 1071 2231 3061 1314 3667 1958 2146 457
3415,3022 1039 1316 20 1862 3427 2027 1747 399 3019
3416,3082 883 559 2281 3124 452 487 1337 1828 1593
3417,2515 2534 2512 3013 2076 2122 3448 2054 3562 922
3418,1952 169 3298 763 1223 1690 2727 1227 3435 1920
3419,1377 2275 1479 26 3411 351 3553 1919 2118 2916
3420,1762 1615 3402 3116 3448 1667 1807 2528 883 2916
3421,1102 2606 2732 124 1057 883 3131 1560 1592 3141
3422,1111 3464 2545 791 24 248 2443 3351 1493 474
3423,1912 1177 3227 1811 974 1186 3423 2862 3317 1871
3424,1371 2281 223 2365 1315 1887 1668 1180 2575 1145
3425,1288 3352 2402 1621 3038 2695 3474 186 563 2673
3426,1617 2481 2757 2297 2314 1831 2928 2603 1855 2784
3427,106 2630 2603 2510 3272 2365 2564 3409 3238 3327
3428,3373 3091 60 3045 607 2258 3564 1153 3262 2418
3429,785 3432 476 2617 2169 1560 2141 1831 640 2564
3430,3476 2515 1814 2814 79 3577 1630 2840 434 1828
3431,887 650 382 1560 578 2858 1669 174 528 2185
3432,2236 1077 707 1916 2606 2800 1516 3142 650 160
3433,2132 1491 246 1037 2980 1866 176 63 476 2673
3434,1360 3153 2714 36 1316 2895 559 236 472 1429
3435,1956 2331 398 1374 649 1587 515 3215 2541 2342
3436,3472 3463 3238 1956 2980 1746 138 944 2768 771
3437,2480 20 430 3639 2639 3019 583 3438 295 1192
3438,2416 521 673 2180 3079 3556 1890 947 2338 1336
3439,2603 47 1696 1376 1936 2222 3593 941 2559 3194
3440,1029 2946 3405 2259 2145 1067 3175 3648 2397 1947
3441,3059 2833 1102 2256 2800 545 461 3220 3231 2652
3442,3481 672 2051 2145 2017 89 374 2340 394 2181
3443,2616 877 3614 3266 2082 2041 533 2158 762 680
3444,1238 375 1807 611 28 3473 1487 2798 2726 3142
3445,708 700 2275 128 1443 1920 566 3411 3027 672
3446,2636 2222 2298 295 2874 3469 542 933 2122 1453
3447,1528 1215 3375 675 1357 2033 671 3464 2332 2751
3448,2342 451 3059 2210 2732 1211 1102 1039 169 3646
3449,1933 2934 2582 2398 1289 1729 278 2302 427 649
3450,1807 2812 3294 237 2265 796 2676 2501 1108 543
3451,3454 83 67 2454 2209 2632 2943 1938 2227 2608
3452,1163 3589 3341 2781 1446 400 1603 2666 1044 838
3453,174 801 391 452 2345 2971 855 213 3071 3002
3454,1583 1039 3022 1324 2673 3529 2387 2338 2653 1086
3455,3628 1638 147 3653 3536 2709 498 1645 2335 3637
3456,1560 1831 707 3617 3367 1811 2528 2054 1615 246
3457,789 1453 2110 2422 3276 3370 1049 2675 883 2236
3458,3668 1707 1392 2393 31 2501 109 2863 1102 3000
3459,409 1543 523 406 2515 3247 232 1630 1712 2365
3460,1881 3340 2154 2080 2491 1536 355 1098 3609 1318
3461,3597 1726 2617 2082 298 2275 1868 3529 3667 1615
3462,2602 1772 772 779 117 2477 3704 252 1732 1505
3463,331 2338 2484 313 16 43 904 1956 621 376
3464,3371 3435 1191 1795 313 324 1905 3463 621 119
3465,650 234 2643 2484 1460 1818 1422 183 2409 1052
3466,246 622 2794 1337 802 204 449 1968 2617 3224
3467,774 2510 3332 2314 3281 1256 2578 2732 472 2502
3468,270 802 2185 3035 3600 2993 2273 1830 3530 3020
3469,1302 766 884 700 1836 3520 2420 1773 2082 1462
3470,2363 2204 509 782 701 702 3539 2814 2338 710
3471,1754 2690 966 1248 2468 1007 2275 1336 3000 141
3472,1781 2908 1699 2840 3499 2960 453 2338 1770 1530
3473,2354 382 1427 2281 1560 1801 438 3647 174 1032
3474,1490 99 502 1099 293 535 119 2468 304 398
3475,884 583 2282 289 462 1688 3141 3247 423 3350
3476,2181 1044 609 1498 3019 292 3371 1378 495 3311
3477,43 472 1545 2614 944 2757 2328 2297 1172 1211
3478,1216 1736 3048 2633 3349 1131 584 2626 183 1078
3479,650 382 1315 901 1475 3431 2722 2902 2858 1736
3480,382 1315 794 578 1868 527 2256 1633 3395 1470
3481,1560 3157 1475 3431 1736 2110 1422 2256 1633 416
3482,3008 1653 2572 970 724 3355 496 2325 755 2639
3483,1414 502 3401 2900 3693 3280 3248 553 913 1168
3484,1184 184 2070 1279 1081 3339 1770 3476 3428 2794
3485,1912 1481 2606 913 3418 3248 1092 2338 2091 2293
3486,3658 351 980 566 1191 501 457 155 1422 2003
3487,1293 936 2308 2800 2847 1084 2457 406 2054 2466
3488,475 3374 2136 1681 2128 428 2606 1100 2780 324
3489,1057 2625 3418 2342 3435 1956 2297 1583 1337 2603
3490,1155 2016 1825 1400 304 845 3299 321 324 686
3491,2782 3592 1914 380 1100 583 1471 1892 2999 2780
3492,1633 264 620 1668 779 1315 3061 2920 1680 312
3493,2103 1160 983 2885 2291 3051 605 3371 2328 1555
3494,2038 3152 3110 3066 1197 1699 807 569 3068 2269
3495,1505 2885 2306 1686 1324 834 2327 79 1410 3403
3496,621 2379 539 170 2474 1615 1178 2331 2840 2663
3497,2272 2309 3317 1246 627 3264 367 350 79 3406
3498,1777 1033 2492 2437 3220 467 1149 1023 3205 309
3499,512 650 1427 2281 2774 1371 1560 1278 438 107
3500,3191 1007 3155 2218 212 3215 182 283 1248 502
3501,1516 1197 601 569 1300 3382 2603 1354 928 1044
3502,3474 3023 1391 1556 1341 1690 246 2621 3038 733
3503,3155 1053 2567 1861 1081 212 3053 3215 1018 1640
3504,1179 1062 20 2527 1747 3019 3327 138 1831 476
3505,1913 1354 1699 3110 2603 474 3382 1139 2269 3107
3506,2853 1830 3598 1617 3530 1738 1303 1615 2620 2358
3507,1086 2920 2698 3410 555 3593 1597 372 1498 1252
3508,887 1560 2311 1781 901 2982 528 527 573 1337
3509,1374 542 2819 3469 2019 1462 324 15 1127 1914
3510,336 534 1187 2755 1184 1127 1445 1293 3300 1517
3511,3409 2250 2980 3049 2757 3534 3036 512 944 1211
3512,1037 1060 1375 640 1300 1858 2387 1216 2705 160
3513,1023 1007 2136 41 748 2999 657 3660 398 1149
3514,3238 1304 2136 2757 650 208 2175 476 584 463
3515,113 2934 2063 784 3701 1240 2587 663 3532 59
3516,452 1968 2327 132 3142 401 2054 3583 2828 152
3517,2384 211 506 1210 1268 2309 447 2190 2424 774
3518,2653 82 2297 2630 3022 1583 1039 36 124 1223
3519,3600 452 2676 936 1996 2165 1504 3122 82 2557
3520,3562 956 2564 3467 132 472 986 1831 2169 487
3521,3133 857 3406 79 237 1746 1172 2603 2501 1960
3522,2410 132 2470 93 779 870 190 461 3021 3097
3523,1670 1754 467 1510 2674 2402 186 246 875 43
3524,2132 1096 304 1621 3207 2338 815 972 2048 2779
3525,1510 3215 2416 3155 1617 113 16 331 3203 398
3526,208 771 188 3402 2148 2265 2246 2617 1304 476
3527,1442 1699 2849 782 1507 1289 966 517 1309 204
3528,1765 221 1996 166 1655 3067 1137 2528 872 3116
3529,1812 1340 2067 2609 692 2570 611 1668 2835 401
3530,409 3599 1403 2353 956 1475 1783 2320 1887 598
3531,2980 3472 2468 183 2757 2336 584 464 3588 52
3532,2763 2282 3086 406 1145 1711 663 1710 2509 2148
3533,1177 768 2136 1912 553 3280 2990 913 2606 2835
3534,3335 1840 1615 1341 3437 790 3402 3595 2056 1001
3535,3652 2290 2088 135 3057 2512 1571 3370 537 3229
3536,1868 3406 1691 1037 702 560 1348 2561 452 3656
3537,3246 21 797 3616 1314 288 450 2454 2231 3565
3538,3412 1768 512 3649 733 1083 1732 2112 1140 1937
3539,2807 2311 2774 438 2110 3365 1377 3415 3119 2068
3540,814 944 1055 3613 855 691 2617 333 1316 3272
3541,472 414 535 234 1365 293 1491 818 3313 1699
3542,3537 1316 1659 22 640 1724 2239 1814 1956 3022
3543,2643 2572 578 1278 1818 438 1422 3256 2639 1350
3544,1644 1961 879 3648 1772 1309 1690 1729 2176 164
3545,214 476 1030 1752 2768 1868 584 3529 3694 82
3546,743 1618 254 2397 1044 2999 3060 2338 1337 232
3547,762 1303 1680 3061 3025 3393 1959 1287 3620 1951
3548,2477 3417 3659 3516 92 3473 1146 2165 2609 577
3549,2868 1470 1103 1796 1319 289 605 3670 1916 69
3550,1633 1421 2387 804 1024 476 3595 361 2110 2774
3551,2931 136 539 3180 2070 580 894 2389 2510 3151
3552,1401 1412 834 801 1687 3617 2789 1168 3374 1177
3553,3007 2380 528 3187 2472 2068 1818 807 3159 2959
3554,3111 3527 1669 573 528 1422 2110 2256 1887 1052
3555,512 2281 650 724 1560 2643 1371 1475 578 3205
3556,2306 3474 2112 2732 3468 863 1811 3638 3677 2370
3557,771 2297 3482 1583 1001 2664 1658 1884 859 2402
3558,2680 3367 3297 462 1830 3339 1250 3438 3345 3036
3559,2148 1808 1668 2273 515 569 3448 3110 2169 2210
3560,1367 1348 2005 1670 3690 2849 1932 2697 2574 1404
3561,2273 3183 1615 3482 568 1916 1830 1738 771 2006
3562,3059 867 3238 452 760 2067 3231 2127 1486 1395
3563,649 2999 324 2874 220 1711 646 339 2956 99
3564,1032 3479 2682 429 2256 2409 1633 2622 3415 2370
3565,1051 3669 2893 2470 1681 3665 1677 1797 1186 3668
3566,3341 2841 1545 2338 1337 2330 740 124 2370 2515
3567,3095 2456 160 1166 1736 494 2175 365 2182 1669
3568,1956 3172 2468 2314 2602 3286 774 283 1831 2862
3569,3180 584 3053 2645 2626 2988 237 63 3219 512
3570,778 1315 438 2643 728 3527 2858 573 1400 1052
3571,2005 1348 986 1456 607 870 1792 1551 487 208
3572,3473 1268 3423 1649 271 93 3456 1186 3013 1331
3573,3345 506 2572 1170 21 300 3546 295 2643 3442
3574,3286 160 1560 907 3350 3247 2512 2820 880 707
3575,463 3633 2981 2264 2340 3067 2512 682 908 1686
3576,2421 1315 931 3602 2789 3382 3031 550 2914 1018
3577,456 1781 1456 1932 3253 188 1404 2402 472 487
3578,2709 3173 494 604 2922 6 1638 2282 763 1583
3579,3190 1740 89 1335 2181 642 2325 2443 534 817
3580,3391 2566 321 2049 2060 1187 433 288 1777 3384
3581,2458 3215 402 3051 3306 220 894 1711 1134 1814
3582,365 495 847 525 684 3063 3204 1297 2404 2705
3583,2143 163 3421 464 994 904 2592 2289 3064 1101
3584,3345 615 1044 563 1525 1545 2874 3660 2338 2194
3585,1603 1954 1044 2338 2763 2980 3000 3220 3282 3113
3586,726 132 1481 3367 1506 2904 2726 168 434 1694
3587,3150 2606 2273 1797 36 1505 2885 2397 983 2492
3588,1045 1605 1688 537 1592 1612 1132 135 1859 674
3589,2383 2700 933 1678 1783 1073 2768 1720 3663 2421
3590,873 1064 338 2420 2734 3605 1976 450 533 932
3591,2847 2224 880 3424 2427 772 3409 2603 1543 2402
3592,948 3329 1526 893 3027 1428 454 622 2073 779
3593,22 2502 2224 2054 1968 2528 3142 3692 1205 1315
3594,2370 3205 2663 482 3379 805 462 652 298 7
3595,204 1573 106 2336 199 2849 707 183 619 2876
3596,677 1720 2563 1045 950 1439 451 1226 138 462
3597,2630 1621 640 3528 3112 1960 3317 1211 3694 3048
3598,1111 838 292 3204 1498 1252 3544 3063 2666 1936
3599,2277 2054 237 1485 2534 601 406 1775 463 2470
3600,2222 3005 2186 818 2273 304 1746 2175 1365 785
3601,1809 1850 535 2980 3238 2199 3441 1831 2963 2860
3602,3528 402 2932 1186 2387 1211 1039 3534 3535 2430
3603,1831 609 1337 1160 1149 3381 2885 666 1030 691
3604,3624 2530 3434 2594 946 1215 1290 2497 299 2240
3605,772 3533 3151 3692 2124 320 1543 3423 3062 152
3606,3493 3282 2007 420 3098 1669 423 2857 3023 3386
3607,1859 3180 283 428 1304 1977 2256 3668 3448 1421
3608,1140 2709 3125 3269 3583 1968 761 2410 2817 3683
3609,1947 382 650 2281 234 1827 3157 1475 1560 3061
3610,487 2653 1868 528 3 1945 472 2402 2132 1287
3611,2512 69 2265 989 2246 1316 305 3529 2862 707
3612,1428 2112 1463 1030 2956 2256 1001 922 3528 2664
3613,1421 1828 2148 1164 1382 2327 986 1583 1360 6
3614,2510 170 2063 2338 1830 1545 3000 463 1858 584
3615,2782 1773 2217 1462 2259 397 213 3087 1044 899
3616,1603 174 3187 1545 1044 488 609 1037 2338 3335
3617,3022 772 1573 2387 1300 463 3656 2664 174 1337
3618,378 1670 2574 801 1868 312 3600 1367 456 2227
3619,2328 2256 2664 3142 1057 2502 790 1178 3059 2327
3620,3526 73 1775 1391 2528 3158 1595 3291 833 1503
3621,2645 2326 2297 2732 2688 2603 1583 1543 472 3022
3622,868 3388 248 1735 619 791 2068 3187 1781 874
3623,1548 3418 305 2738 1526 228 409 2512 3023 1533
3624,1582 781 3434 1460 1086 2501 853 3022 1328 2732
3625,3690 778 875 1113 3133 1460 1633 7 88 2402
3626,1762 3313 3193 1067 1101 3215 3503 212 2633 1401
3627,1822 1887 2794 3677 43 1419 857 1963 2331 2250
3628,887 778 1560 1475 1315 2643 901 3431 2858 1405
3629,2369 533 2259 397 2985 1913 212 1111 1328 1109
3630,1009 1514 1087 2499 3454 2610 723 1174 3589 2414
3631,2967 1217 568 3482 279 2630 1804 2534 2817 971
3632,73 2666 2924 3121 1939 932 2371 23 3147 261
3633,3016 1568 184 2488 2281 1374 81 99 1127 2239
3634,2756 733 640 2054 3431 1831 69 1706 2824 2402
3635,640 2981 1186 1583 3022 1039 2980 2763 3335 1848
3636,957 3482 1045 2316 732 2290 2784 463 320 1583
3637,1033 1376 3349 3059 1549 863 1192 1951 528 2774
3638,534 1869 3667 3411 1923 2465 1958 1365 2915 2024
3639,2457 69 760 3489 94 2119 3298 2587 2745 1725
3640,1086 232 3406 7 3325 617 2246 1848 1686 79
3641,3427 2630 2297 772 279 2534 2557 3529 2817 3131
3642,2306 2054 1615 2528 2488 3131 2534 1568 1804 136
3643,1030 2054 2128 1463 1403 798 761 870 853 1172
3644,3379 37 1711 1371 1889 3011 1811 1859 2224 2528
3645,3133 2432 120 2402 456 391 174 1884 389 3656
3646,69 1688 3573 2898 2086 3075 463 437 1421 3595
3647,3066 1747 3262 2636 3053 3327 1807 3482 2331 3677
3648,1456 2365 3125 1186 3142 36 1505 3367 1807 2947
3649,398 2980 2194 183 3234 1278 1007 3238 3172 1546
3650,1560 989 2744 1328 515 2541 3060 1491 331 398
3651,2781 1054 3589 1044 2338 1839 525 584 495 1300
3652,3099 1371 3131 1946 449 1887 1376 2776 3692 1649
3653,2688 1076 107 1996 1893 3286 3236 3205 2887 1835
3654,399 3696 169 892 2673 305 3000 760 1156 2709
3655,802 556 2206 3030 2849 1687 810 2653 1272 488
3656,1617 1365 152 3591 2315 1428 16 3340 2252 1831
3657,3633 341 29 1423 59 1504 909 493 1080 537
3658,3677 1686 465 2382 3231 246 482 2068 467 2005
3659,1078 2768 208 2297 640 1211 82 1913 165 3694
3660,1937 1030 2857 543 2366 1211 214 2501 3048 3528
3661,2956 81 1001 339 169 3110 1066 2038 1485 3066
3662,1304 2636 3116 1371 1556 508 2122 1456 1386 3353
3663,1560 700 2762 2998 3345 2906 1032 2146 3569 3157
3664,1354 3284 2349 1369 2384 2784 2564 620 2789 3653
3665,2502 1614 2528 2404 152 2365 1039 607 883 132
3666,2058 818 3425 1001 1374 169 339 1382 1086 2281
3667,1670 1801 3439 802 427 1687 3406 3656 1337 702
3668,3534 3046 2626 1362 649 584 944 2297 512 1172
3669,452 802 1086 2670 1725 2606 740 3240 37 1039
3670,633 362 1099 1235 1316 3272 631 3692 3105 1855
3671,1545 107 778 1367 2849 3539 1902 802 1424 3311
3672,1864 1099 1549 819 1779 1085 427 3311 3487 607
3673,2688 10 3409 3213 3475 1001 2112 1178 1045 2969
3674,2397 3240 304 1030 2646 762 3404 3035 802 2363
3675,1464 2849 2227 1272 1801 2185 2574 801 3406 1517
3676,601 1736 1937 1699 569 3382 1190 3107 1354 2603
3677,1560 452 2068 1884 20 947 3579 863 32 3345
3678,762 556 2256 1422 1633 617 2132 3119 3439 1510
3679,3577 1813 3600 2345 3656 3317 1982 409 834 1238
3680,762 1686 2363 1438 1687 1545 79 802 1337 3600
3681,3363 2354 650 1687 2774 382 221 2311 1827 1315
3682,457 980 1333 2916 1068 3133 2381 121 2551 1052
3683,119 293 2342 2273 3441 621 2757 3238 944 208
3684,1527 3667 457 2860 76 2222 1191 331 1287 3046
3685,1439 2673 2646 2528 2054 922 1811 2502 512 2281
3686,2282 1731 2820 1924 3255 1858 513 1910 1227 2076
3687,1034 1982 1168 428 768 2606 3693 740 3280 1481
3688,3193 683 3436 1783 2421 1358 1731 1698 392 2972
3689,724 2281 2916 2774 104 3111 527 2256 2185 1337
3690,2348 1514 711 3454 2454 1777 533 3194 2690 340
3691,2366 738 69 2664 3529 3658 1109 2125 563 397
3692,3692 2259 806 3087 411 3185 555 96 2082 1160
3693,1753 431 3223 2171 1134 1778 543 3629 2501 2456
3694,3439 1292 1246 1567 2399 2956 3423 2777 1813 3311
3695,1211 3248 1568 2757 1548 543 36 1505 2187 2789
3696,3228 1457 2373 457 534 1738 3543 3164 1304 2801
3697,1583 383 1775 1410 1710 409 1080 2833 1707 1481
3698,1337 692 305 2709 1716 69 1177 1560 3609 94
3699,863 3306 2700 1283 1814 3468 2960 1807 20 2122
3700,1279 3653 2931 152 36 2789 618 796 1487 677
3701,887 794 653 2902 728 2858 104 573 1762 3057
3702,2236 1091 1371 1667 3390 2591 1887 2224 2054 2402
3703,652 2828 1583 564 2502 2930 1296 410 2528 1812
3704,1849 1526 3502 333 2539 2148 2284 3701 145 315
3705,2273 1137 1912 3528 3448 2112 2256 2470 3142 2673
3706,2620 1045 2364 3402 3350 7 738 944 2947 908
3707,2246 138 2399 3431 2265 69 2148 2907 2512 2568
3708,1956 399 2817 136 169 1205 1279 2248 663 253
3709,206 2060 994 411 2584 1795 3597 2309 2345 3317
3710,183 2402 2862 1560 487 790 1030 2673 1428 3474
3711,1400 2988 1831 3409 1560 99 339 3022 2874 3049
3712,2771 79 1952 1421 1916 382 650 2187 1919 1801
3713,2999 2049 3687 1794 1493 2443 2269 351 619 868
3714,3335 3669 1996 3231 1558 3630 3106 1284 3064 464
3715,2468 802 1831 463 2626 1211 2780 99 3020 1127
3716,2172 2363 2920 3101 3602 3035 3628 2185 487 2493
3717,650 2132 2827 1861 2876 3046 3362 3172 1858 428
3718,1687 762 570 43 472 3157 3133 183 3078 409
3719,1687 2916 1827 724 1560 778 107 3157 3431 3701
3720,3476 3431 1516 3409 3465 536 2534 1238 2224 3212
3721,633 1994 723 2414 2610 791 3589 2281 512 2365
3722,1754 2492 1505 1591 1984 465 3133 2068 186 2674
3723,2510 1696 2385 1308 2374 1512 1795 47 2313 1220
3724,904 398 2688 1210 502 3238 2925 2129 1490 3053
3725,2023 1414 428 3528 2502 2480 2128 553 399 1982
3726,3696 2502 3298 653 3227 253 917 2119 1808 1707
3727,452 3656 3105 3692 719 3516 1997 1186 184 707
3728,2363 1456 573 429 2682 2110 2256 1337 3057 1668
3729,1975 188 3075 568 819 2110 973 1745 537 2592
3730,855 2103 3071 3002 615 351 2498 755 83 983
3731,0 3124 1264 879 2082 1058 2698 1527 2354 616
3732,3527 1879 533 2297 581 1753 2354 455 1058 3435
3733,434 1278 1493 3029 2924 1672 3587 1209 322 3569
3734,3068 1792 208 2732 3048 2602 2609 763 1505 458
3735,1537 20 2527 772 1560 1309 409 1893 810 3600
3736,2355 1462 324 15 2239 380 583 915 1914 3234
3737,2745 2626 2659 3694 2603 3317 2817 463 138 1831
3738,1179 3614 2828 618 3025 1567 1172 3212 2340 3354
3739,512 2354 2311 1560 2774 1053 1371 438 1278 1736
3740,1583 3131 462 1858 500 2068 2127 2063 3227 3696
3741,2502 3142 3597 1884 3447 2376 1360 543 1108 2364
3742,1956 2277 135 165 2947 3474 1782 894 1030 674
3743,1548 1511 3668 3646 799 3048 28 2114 2128 2951
3744,2688 1099 1471 2443 583 696 1365 872 3005 3031
3745,2630 2210 1210 2468 3578 1640 2041 628 2158 2899
3746,1279 2128 3367 1615 2858 3406 2090 2474 3229 2076
3747,3428 166 2221 1678 3202 1771 220 1030 3528 3213
3748,1086 650 2281 512 1781 1560 1315 3431 1475 3061
3749,3059 2366 3382 2342 1592 2256 2210 1396 2297 1637
3750,1719 3101 570 2084 645 2023 709 1464 1418 2206
3751,3441 1607 3694 640 1039 1583 1855 1081 2510 1211
3752,3038 549 1834 172 3220 2780 166 3282 1725 231
3753,1700 1630 232 2564 3153 2257 3404 801 1686 1545
